frame,tag,xN,yN,wN,hN,xS,yS,wS,hS
110,0,-1,-1,-1,-1,-1,-1,-1,-1
111,0,-1,-1,-1,-1,-1,-1,-1,-1
112,0,-1,-1,-1,-1,-1,-1,-1,-1
113,0,-1,-1,-1,-1,-1,-1,-1,-1
114,0,-1,-1,-1,-1,-1,-1,-1,-1
115,0,-1,-1,-1,-1,-1,-1,-1,-1
116,0,-1,-1,-1,-1,-1,-1,-1,-1
117,0,-1,-1,-1,-1,-1,-1,-1,-1
118,0,-1,-1,-1,-1,-1,-1,-1,-1
119,0,-1,-1,-1,-1,-1,-1,-1,-1
120,0,-1,-1,-1,-1,-1,-1,-1,-1
121,0,-1,-1,-1,-1,-1,-1,-1,-1
122,0,-1,-1,-1,-1,-1,-1,-1,-1
123,0,-1,-1,-1,-1,-1,-1,-1,-1
124,0,-1,-1,-1,-1,-1,-1,-1,-1
125,0,-1,-1,-1,-1,-1,-1,-1,-1
126,0,-1,-1,-1,-1,-1,-1,-1,-1
127,0,-1,-1,-1,-1,-1,-1,-1,-1
128,0,-1,-1,-1,-1,-1,-1,-1,-1
129,0,-1,-1,-1,-1,-1,-1,-1,-1
130,0,-1,-1,-1,-1,-1,-1,-1,-1
131,0,-1,-1,-1,-1,-1,-1,-1,-1
132,0,-1,-1,-1,-1,-1,-1,-1,-1
133,0,-1,-1,-1,-1,-1,-1,-1,-1
134,0,-1,-1,-1,-1,-1,-1,-1,-1
135,0,-1,-1,-1,-1,-1,-1,-1,-1
136,0,-1,-1,-1,-1,-1,-1,-1,-1
137,0,-1,-1,-1,-1,-1,-1,-1,-1
138,0,-1,-1,-1,-1,-1,-1,-1,-1
139,0,-1,-1,-1,-1,-1,-1,-1,-1
140,0,-1,-1,-1,-1,-1,-1,-1,-1
141,0,-1,-1,-1,-1,-1,-1,-1,-1
142,0,-1,-1,-1,-1,-1,-1,-1,-1
143,0,-1,-1,-1,-1,-1,-1,-1,-1
144,0,-1,-1,-1,-1,-1,-1,-1,-1
145,0,-1,-1,-1,-1,-1,-1,-1,-1
146,0,-1,-1,-1,-1,-1,-1,-1,-1
147,0,-1,-1,-1,-1,-1,-1,-1,-1
148,0,-1,-1,-1,-1,-1,-1,-1,-1
149,0,-1,-1,-1,-1,-1,-1,-1,-1
150,0,-1,-1,-1,-1,-1,-1,-1,-1
151,0,-1,-1,-1,-1,-1,-1,-1,-1
152,0,-1,-1,-1,-1,-1,-1,-1,-1
153,0,-1,-1,-1,-1,-1,-1,-1,-1
154,0,-1,-1,-1,-1,-1,-1,-1,-1
155,0,-1,-1,-1,-1,-1,-1,-1,-1
156,0,-1,-1,-1,-1,-1,-1,-1,-1
157,0,-1,-1,-1,-1,-1,-1,-1,-1
158,0,-1,-1,-1,-1,-1,-1,-1,-1
159,0,-1,-1,-1,-1,-1,-1,-1,-1
160,0,-1,-1,-1,-1,-1,-1,-1,-1
161,0,-1,-1,-1,-1,-1,-1,-1,-1
162,0,-1,-1,-1,-1,-1,-1,-1,-1
163,0,-1,-1,-1,-1,-1,-1,-1,-1
164,0,-1,-1,-1,-1,-1,-1,-1,-1
165,0,-1,-1,-1,-1,-1,-1,-1,-1
166,0,-1,-1,-1,-1,-1,-1,-1,-1
167,0,-1,-1,-1,-1,-1,-1,-1,-1
168,0,-1,-1,-1,-1,-1,-1,-1,-1
169,0,-1,-1,-1,-1,-1,-1,-1,-1
170,0,-1,-1,-1,-1,-1,-1,-1,-1
171,0,-1,-1,-1,-1,-1,-1,-1,-1
172,0,-1,-1,-1,-1,-1,-1,-1,-1
173,0,-1,-1,-1,-1,-1,-1,-1,-1
174,0,-1,-1,-1,-1,-1,-1,-1,-1
175,0,-1,-1,-1,-1,-1,-1,-1,-1
176,0,-1,-1,-1,-1,-1,-1,-1,-1
177,0,-1,-1,-1,-1,-1,-1,-1,-1
178,0,-1,-1,-1,-1,-1,-1,-1,-1
179,0,-1,-1,-1,-1,-1,-1,-1,-1
180,0,-1,-1,-1,-1,-1,-1,-1,-1
181,0,-1,-1,-1,-1,-1,-1,-1,-1
182,0,-1,-1,-1,-1,-1,-1,-1,-1
183,0,-1,-1,-1,-1,-1,-1,-1,-1
184,0,-1,-1,-1,-1,-1,-1,-1,-1
185,0,-1,-1,-1,-1,-1,-1,-1,-1
186,0,-1,-1,-1,-1,-1,-1,-1,-1
187,0,-1,-1,-1,-1,-1,-1,-1,-1
188,0,-1,-1,-1,-1,-1,-1,-1,-1
189,0,-1,-1,-1,-1,-1,-1,-1,-1
190,0,-1,-1,-1,-1,-1,-1,-1,-1
191,0,-1,-1,-1,-1,-1,-1,-1,-1
192,0,-1,-1,-1,-1,-1,-1,-1,-1
193,0,-1,-1,-1,-1,-1,-1,-1,-1
194,0,-1,-1,-1,-1,-1,-1,-1,-1
195,0,-1,-1,-1,-1,-1,-1,-1,-1
196,0,-1,-1,-1,-1,-1,-1,-1,-1
197,0,-1,-1,-1,-1,-1,-1,-1,-1
198,0,-1,-1,-1,-1,-1,-1,-1,-1
199,0,-1,-1,-1,-1,-1,-1,-1,-1
200,0,-1,-1,-1,-1,-1,-1,-1,-1
201,0,-1,-1,-1,-1,-1,-1,-1,-1
202,0,-1,-1,-1,-1,-1,-1,-1,-1
203,0,-1,-1,-1,-1,-1,-1,-1,-1
204,0,-1,-1,-1,-1,-1,-1,-1,-1
205,0,-1,-1,-1,-1,-1,-1,-1,-1
206,0,-1,-1,-1,-1,-1,-1,-1,-1
207,0,-1,-1,-1,-1,-1,-1,-1,-1
208,0,-1,-1,-1,-1,-1,-1,-1,-1
209,0,-1,-1,-1,-1,-1,-1,-1,-1
210,0,-1,-1,-1,-1,-1,-1,-1,-1
211,0,-1,-1,-1,-1,-1,-1,-1,-1
212,0,-1,-1,-1,-1,-1,-1,-1,-1
213,0,-1,-1,-1,-1,-1,-1,-1,-1
214,1,52.8289,14.8582,105,115,127.261,419.505,119,155
215,1,68.7609,12.7191,113,113,115.504,415.158,70,191
216,1,66.4473,13.5221,60,110,114.074,419.865,50,152
217,1,68.1143,13.5221,65,110,114.749,419.625,51,154
218,1,67.107,13.2546,62,111,115.204,419.144,49,158
219,1,73.1212,13.7896,48,109,115.209,418.904,49,160
220,1,73.0048,8.41852,48,109,114.994,418.422,46,164
221,1,72.9989,8.14872,48,110,114.771,418.422,47,164
222,1,73.3453,8.68817,49,108,114.33,418.061,45,167
223,1,72.6759,8.68817,47,108,113.08,412.235,45,165
224,1,73.0689,11.3784,48,108,115.245,416.975,61,176
225,1,72.7761,13.2546,47,111,115.025,416.733,60,178
226,1,72.4545,13.7896,46,109,113.236,416.491,60,180
227,1,72.4545,13.7896,46,109,113.236,416.491,60,180
228,1,74.7878,13.7896,33,109,111.52,411.011,54,175
229,1,73.7878,13.7896,34,109,111.301,410.52,51,179
230,1,72.1332,14.3241,29,107,110.945,403.34,49,177
231,1,72.2409,19.1142,29,109,110.764,399.704,46,176
232,1,72.2944,21.4952,33,110,110.981,400.585,45,179
233,1,71.6865,23.867,31,111,110.984,400.333,45,181
234,1,72.1185,28.3222,32,114,110.736,383.924,43,169
235,1,71.0748,25.9676,33,113,110.494,384.707,42,173
236,1,71.1303,28.3222,33,114,109.583,382.877,46,177
237,1,71.1364,28.5832,33,113,108.896,381.696,47,176
238,1,70.8009,28.3222,32,114,109.378,380.381,45,176
239,1,70.1548,28.8441,32,112,109.379,380.249,45,177
240,1,69.6322,34.2981,32,111,110.347,377.604,41,177
241,1,69.6258,34.0395,32,112,110.959,366.455,41,170
242,1,68.9767,34.2981,34,111,111.317,357.244,42,167
243,1,69.2118,43.5347,34,115,111.076,357.244,41,167
244,1,68.9258,45.0604,33,119,110.84,356.966,40,169
245,1,69.1013,51.8785,33,122,110.645,353.197,41,166
246,1,69.1013,51.8785,33,122,109.986,347.553,40,166
247,1,69.2875,59.1158,33,123,109.122,337.068,40,159
248,1,69.9296,59.1158,35,123,108.891,335.612,41,159
249,1,69.9857,61.344,35,124,109.113,337.939,40,163
250,1,69.9919,61.591,31,123,110.356,336.632,43,162
251,1,70.1035,66.0206,35,125,111.358,335.175,43,162
252,1,70.6874,63.81,35,124,112.743,324.246,44,156
253,1,70.8502,70.417,35,127,112.5,323.798,43,159
254,1,71.4862,70.417,37,127,111.539,320.946,39,158
255,1,71.8042,70.417,34,127,110.304,319.59,36,157
256,1,74.6712,70.6603,39,126,108.819,317.774,34,159
257,1,73.3996,70.6603,35,126,110.325,317.774,44,159
258,1,72.4458,70.6603,32,126,107.567,317.471,39,161
259,1,72.4515,70.9035,28,125,109.338,316.104,48,160
260,1,72.7693,70.9035,29,125,109.871,313.358,46,158
261,1,71.8158,70.9035,30,125,108.355,313.664,38,156
262,1,73.0872,70.9035,30,125,109.07,317.774,35,159
263,1,73.405,70.9035,31,125,108.766,323.199,38,163
264,1,74.0407,70.9035,31,125,108.741,325.738,38,166
265,1,74.6765,70.9035,33,125,109.486,325.887,39,165
266,1,74.9892,70.6603,32,126,109.486,325.887,39,165
267,1,74.9892,70.6603,32,126,109.234,326.185,38,163
268,1,74.8963,66.2657,32,124,108.983,326.483,37,161
269,1,74.8963,66.2657,32,124,108.656,334.444,38,167
270,1,74.5352,64.3019,31,122,107.892,337.213,37,168
271,1,73.3008,66.2657,31,124,107.643,337.649,38,165
272,1,73.5216,61.838,30,122,107.397,337.649,39,165
273,1,72.7738,57.1281,30,121,106.885,340.254,41,167
274,1,71.7031,52.6313,31,119,107.332,345.419,39,171
275,1,71.3803,52.6313,32,119,107.568,346.274,38,165
276,1,70.9482,48.1003,31,117,108.285,347.553,39,166
277,1,70.9482,48.1003,31,117,109.64,356.827,41,170
278,1,70.9482,48.1003,31,117,110.836,357.244,42,167
279,1,71.8968,47.0887,32,121,111.553,357.522,45,165
280,1,72.2211,47.0887,31,121,112.994,357.522,39,165
281,1,72.864,46.8355,29,122,113.676,360.014,40,167
282,1,73.194,47.0887,30,121,112.716,360.152,40,166
283,1,73.4627,44.5522,33,121,112.127,367.949,38,169
284,1,74.0582,42.005,33,121,113.058,369.168,34,170
285,1,74.0636,42.2603,33,120,113.039,370.383,34,171
286,1,74.0636,42.2603,33,120,114.181,372.938,37,172
287,1,74.7149,42.2603,31,120,116.184,379.325,36,174
288,1,74.443,44.8064,32,120,117.741,383.27,41,174
289,1,74.443,44.8064,32,120,120.07,383.401,43,173
290,1,74.7732,45.0604,33,119,121.236,383.401,38,173
291,1,74.7255,42.7703,33,118,124.459,384.838,34,172
292,1,74.7255,42.7703,33,118,125.813,386.27,36,171
293,1,75.051,42.7703,32,118,127.663,386.53,38,169
294,1,71.4166,40.4715,41,117,128.111,387.049,40,165
295,1,36.9736,195.042,119,204,160.329,309.054,119,226
296,0,-1,-1,-1,-1,-1,-1,-1,-1
297,0,-1,-1,-1,-1,-1,-1,-1,-1
298,0,-1,-1,-1,-1,-1,-1,-1,-1
299,0,-1,-1,-1,-1,-1,-1,-1,-1
300,0,-1,-1,-1,-1,-1,-1,-1,-1
301,0,-1,-1,-1,-1,-1,-1,-1,-1
302,0,-1,-1,-1,-1,-1,-1,-1,-1
303,0,-1,-1,-1,-1,-1,-1,-1,-1
304,0,-1,-1,-1,-1,-1,-1,-1,-1
305,0,-1,-1,-1,-1,-1,-1,-1,-1
306,0,-1,-1,-1,-1,-1,-1,-1,-1
307,0,-1,-1,-1,-1,-1,-1,-1,-1
308,0,-1,-1,-1,-1,-1,-1,-1,-1
309,0,-1,-1,-1,-1,-1,-1,-1,-1
310,0,-1,-1,-1,-1,-1,-1,-1,-1
311,0,-1,-1,-1,-1,-1,-1,-1,-1
312,0,-1,-1,-1,-1,-1,-1,-1,-1
313,0,-1,-1,-1,-1,-1,-1,-1,-1
314,0,-1,-1,-1,-1,-1,-1,-1,-1
315,0,-1,-1,-1,-1,-1,-1,-1,-1
316,0,-1,-1,-1,-1,-1,-1,-1,-1
317,0,-1,-1,-1,-1,-1,-1,-1,-1
318,0,-1,-1,-1,-1,-1,-1,-1,-1
319,0,-1,-1,-1,-1,-1,-1,-1,-1
320,0,-1,-1,-1,-1,-1,-1,-1,-1
321,0,-1,-1,-1,-1,-1,-1,-1,-1
322,0,-1,-1,-1,-1,-1,-1,-1,-1
323,0,-1,-1,-1,-1,-1,-1,-1,-1
324,0,-1,-1,-1,-1,-1,-1,-1,-1
325,0,-1,-1,-1,-1,-1,-1,-1,-1
326,0,-1,-1,-1,-1,-1,-1,-1,-1
327,0,-1,-1,-1,-1,-1,-1,-1,-1
328,0,-1,-1,-1,-1,-1,-1,-1,-1
329,0,-1,-1,-1,-1,-1,-1,-1,-1
330,0,-1,-1,-1,-1,-1,-1,-1,-1
331,0,-1,-1,-1,-1,-1,-1,-1,-1
332,0,-1,-1,-1,-1,-1,-1,-1,-1
333,0,-1,-1,-1,-1,-1,-1,-1,-1
334,0,-1,-1,-1,-1,-1,-1,-1,-1
335,0,-1,-1,-1,-1,-1,-1,-1,-1
336,0,-1,-1,-1,-1,-1,-1,-1,-1
337,0,-1,-1,-1,-1,-1,-1,-1,-1
338,0,-1,-1,-1,-1,-1,-1,-1,-1
339,0,-1,-1,-1,-1,-1,-1,-1,-1
340,0,-1,-1,-1,-1,-1,-1,-1,-1
341,0,-1,-1,-1,-1,-1,-1,-1,-1
342,0,-1,-1,-1,-1,-1,-1,-1,-1
343,0,-1,-1,-1,-1,-1,-1,-1,-1
344,0,-1,-1,-1,-1,-1,-1,-1,-1
345,0,-1,-1,-1,-1,-1,-1,-1,-1
346,0,-1,-1,-1,-1,-1,-1,-1,-1
347,0,-1,-1,-1,-1,-1,-1,-1,-1
348,0,-1,-1,-1,-1,-1,-1,-1,-1
349,0,-1,-1,-1,-1,-1,-1,-1,-1
350,0,-1,-1,-1,-1,-1,-1,-1,-1
351,0,-1,-1,-1,-1,-1,-1,-1,-1
352,0,-1,-1,-1,-1,-1,-1,-1,-1
353,0,-1,-1,-1,-1,-1,-1,-1,-1
354,0,-1,-1,-1,-1,-1,-1,-1,-1
355,0,-1,-1,-1,-1,-1,-1,-1,-1
356,0,-1,-1,-1,-1,-1,-1,-1,-1
357,0,-1,-1,-1,-1,-1,-1,-1,-1
358,0,-1,-1,-1,-1,-1,-1,-1,-1
359,0,-1,-1,-1,-1,-1,-1,-1,-1
360,0,-1,-1,-1,-1,-1,-1,-1,-1
361,0,-1,-1,-1,-1,-1,-1,-1,-1
362,0,-1,-1,-1,-1,-1,-1,-1,-1
363,0,-1,-1,-1,-1,-1,-1,-1,-1
364,0,-1,-1,-1,-1,-1,-1,-1,-1
365,0,-1,-1,-1,-1,-1,-1,-1,-1
366,0,-1,-1,-1,-1,-1,-1,-1,-1
367,0,-1,-1,-1,-1,-1,-1,-1,-1
368,0,-1,-1,-1,-1,-1,-1,-1,-1
369,0,-1,-1,-1,-1,-1,-1,-1,-1
370,0,-1,-1,-1,-1,-1,-1,-1,-1
371,0,-1,-1,-1,-1,-1,-1,-1,-1
372,0,-1,-1,-1,-1,-1,-1,-1,-1
373,0,-1,-1,-1,-1,-1,-1,-1,-1
374,0,-1,-1,-1,-1,-1,-1,-1,-1
375,0,-1,-1,-1,-1,-1,-1,-1,-1
376,0,-1,-1,-1,-1,-1,-1,-1,-1
377,0,-1,-1,-1,-1,-1,-1,-1,-1
378,0,-1,-1,-1,-1,-1,-1,-1,-1
379,0,-1,-1,-1,-1,-1,-1,-1,-1
380,0,-1,-1,-1,-1,-1,-1,-1,-1
381,0,-1,-1,-1,-1,-1,-1,-1,-1
382,0,-1,-1,-1,-1,-1,-1,-1,-1
383,0,-1,-1,-1,-1,-1,-1,-1,-1
384,0,-1,-1,-1,-1,-1,-1,-1,-1
385,0,-1,-1,-1,-1,-1,-1,-1,-1
386,0,-1,-1,-1,-1,-1,-1,-1,-1
387,0,-1,-1,-1,-1,-1,-1,-1,-1
388,0,-1,-1,-1,-1,-1,-1,-1,-1
389,0,-1,-1,-1,-1,-1,-1,-1,-1
390,0,-1,-1,-1,-1,-1,-1,-1,-1
391,0,-1,-1,-1,-1,-1,-1,-1,-1
392,0,-1,-1,-1,-1,-1,-1,-1,-1
393,0,-1,-1,-1,-1,-1,-1,-1,-1
394,0,-1,-1,-1,-1,-1,-1,-1,-1
395,0,-1,-1,-1,-1,-1,-1,-1,-1
396,0,-1,-1,-1,-1,-1,-1,-1,-1
397,0,-1,-1,-1,-1,-1,-1,-1,-1
398,0,-1,-1,-1,-1,-1,-1,-1,-1
399,0,-1,-1,-1,-1,-1,-1,-1,-1
400,0,-1,-1,-1,-1,-1,-1,-1,-1
401,0,-1,-1,-1,-1,-1,-1,-1,-1
402,0,-1,-1,-1,-1,-1,-1,-1,-1
403,0,-1,-1,-1,-1,-1,-1,-1,-1
404,0,-1,-1,-1,-1,-1,-1,-1,-1
405,0,-1,-1,-1,-1,-1,-1,-1,-1
406,0,-1,-1,-1,-1,-1,-1,-1,-1
407,0,-1,-1,-1,-1,-1,-1,-1,-1
408,0,-1,-1,-1,-1,-1,-1,-1,-1
409,0,-1,-1,-1,-1,-1,-1,-1,-1
410,0,-1,-1,-1,-1,-1,-1,-1,-1
411,0,-1,-1,-1,-1,-1,-1,-1,-1
412,0,-1,-1,-1,-1,-1,-1,-1,-1
413,0,-1,-1,-1,-1,-1,-1,-1,-1
414,0,-1,-1,-1,-1,-1,-1,-1,-1
415,0,-1,-1,-1,-1,-1,-1,-1,-1
416,0,-1,-1,-1,-1,-1,-1,-1,-1
417,0,-1,-1,-1,-1,-1,-1,-1,-1
418,0,-1,-1,-1,-1,-1,-1,-1,-1
419,0,-1,-1,-1,-1,-1,-1,-1,-1
420,0,-1,-1,-1,-1,-1,-1,-1,-1
421,0,-1,-1,-1,-1,-1,-1,-1,-1
422,0,-1,-1,-1,-1,-1,-1,-1,-1
423,0,-1,-1,-1,-1,-1,-1,-1,-1
424,0,-1,-1,-1,-1,-1,-1,-1,-1
425,0,-1,-1,-1,-1,-1,-1,-1,-1
426,0,-1,-1,-1,-1,-1,-1,-1,-1
427,0,-1,-1,-1,-1,-1,-1,-1,-1
428,0,-1,-1,-1,-1,-1,-1,-1,-1
429,0,-1,-1,-1,-1,-1,-1,-1,-1
430,0,-1,-1,-1,-1,-1,-1,-1,-1
431,0,-1,-1,-1,-1,-1,-1,-1,-1
432,0,-1,-1,-1,-1,-1,-1,-1,-1
433,0,-1,-1,-1,-1,-1,-1,-1,-1
434,0,-1,-1,-1,-1,-1,-1,-1,-1
435,0,-1,-1,-1,-1,-1,-1,-1,-1
436,0,-1,-1,-1,-1,-1,-1,-1,-1
437,0,-1,-1,-1,-1,-1,-1,-1,-1
438,0,-1,-1,-1,-1,-1,-1,-1,-1
439,0,-1,-1,-1,-1,-1,-1,-1,-1
440,0,-1,-1,-1,-1,-1,-1,-1,-1
441,0,-1,-1,-1,-1,-1,-1,-1,-1
442,0,-1,-1,-1,-1,-1,-1,-1,-1
443,0,-1,-1,-1,-1,-1,-1,-1,-1
444,0,-1,-1,-1,-1,-1,-1,-1,-1
445,0,-1,-1,-1,-1,-1,-1,-1,-1
446,0,-1,-1,-1,-1,-1,-1,-1,-1
447,0,-1,-1,-1,-1,-1,-1,-1,-1
448,0,-1,-1,-1,-1,-1,-1,-1,-1
449,0,-1,-1,-1,-1,-1,-1,-1,-1
450,0,-1,-1,-1,-1,-1,-1,-1,-1
451,0,-1,-1,-1,-1,-1,-1,-1,-1
452,0,-1,-1,-1,-1,-1,-1,-1,-1
453,0,-1,-1,-1,-1,-1,-1,-1,-1
454,0,-1,-1,-1,-1,-1,-1,-1,-1
455,0,-1,-1,-1,-1,-1,-1,-1,-1
456,0,-1,-1,-1,-1,-1,-1,-1,-1
457,0,-1,-1,-1,-1,-1,-1,-1,-1
458,0,-1,-1,-1,-1,-1,-1,-1,-1
459,0,-1,-1,-1,-1,-1,-1,-1,-1
460,0,-1,-1,-1,-1,-1,-1,-1,-1
461,0,-1,-1,-1,-1,-1,-1,-1,-1
462,0,-1,-1,-1,-1,-1,-1,-1,-1
463,0,-1,-1,-1,-1,-1,-1,-1,-1
464,0,-1,-1,-1,-1,-1,-1,-1,-1
465,0,-1,-1,-1,-1,-1,-1,-1,-1
466,0,-1,-1,-1,-1,-1,-1,-1,-1
467,0,-1,-1,-1,-1,-1,-1,-1,-1
468,0,-1,-1,-1,-1,-1,-1,-1,-1
469,0,-1,-1,-1,-1,-1,-1,-1,-1
470,0,-1,-1,-1,-1,-1,-1,-1,-1
471,0,-1,-1,-1,-1,-1,-1,-1,-1
472,0,-1,-1,-1,-1,-1,-1,-1,-1
473,0,-1,-1,-1,-1,-1,-1,-1,-1
474,0,-1,-1,-1,-1,-1,-1,-1,-1
475,0,-1,-1,-1,-1,-1,-1,-1,-1
476,0,-1,-1,-1,-1,-1,-1,-1,-1
477,0,-1,-1,-1,-1,-1,-1,-1,-1
478,0,-1,-1,-1,-1,-1,-1,-1,-1
479,0,-1,-1,-1,-1,-1,-1,-1,-1
480,0,-1,-1,-1,-1,-1,-1,-1,-1
481,0,-1,-1,-1,-1,-1,-1,-1,-1
482,0,-1,-1,-1,-1,-1,-1,-1,-1
483,0,-1,-1,-1,-1,-1,-1,-1,-1
484,0,-1,-1,-1,-1,-1,-1,-1,-1
485,0,-1,-1,-1,-1,-1,-1,-1,-1
486,0,-1,-1,-1,-1,-1,-1,-1,-1
